"Anatomical Structures, Cell Types and Biomarkers Table for Lung v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber; Xin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994; 0000-0001-8387-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Jeff Whitsett; Ed Morrisey; Martijn Nawijn; Purushotha Tata; Ansley Conchola; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"10.1038/s41586-020-2922-4; 10.1038/s41586-020-2922-4; 10.1152/physrev.00001.2018; 10.1038/s41586-018-0394-6; doi:10.1172/jci.insight.90558; 10.1126/sciadv.aba1983; 10.7554/eLife.62522; 10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,10.48539/HBM868.DWJZ.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,3/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEDAR Template ID:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,AS-CT PMID,AS-CT DOI,AS-CT Reference,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/2,REF/2/DOI,REF/3,REF/3/DOI,CEDAR/ID,CEDAR/LAST_UPLOADED_ON
Respiratory System,Respiratory System,UBERON:0001004,Right Main Bronchus,Right Main Bronchus,UBERON:0002177,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,,,,,,,,,,submucosal gland myoepithelium,myoepithelial cells of glands,CL:0000185,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,KRT5,keratin 5,HGNC:6442,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Main Pulmonary Artery,right pulmonary artery,UBERON:0001651,Pulmonary arterial endothelium,Pulmonary artery endothelium,UBERON:0005317,,,,,,,,,,,,,,,,,,,pulmonary artery endothelial cell,pulmonary artery endothelial cell,CL:1001568,,,,,,,,,,,DKK2,dickkopf WNT signaling pathway inhibitor 2,HGNC:2892,GJA5,gap junction protein alpha 5,HGNC:4279,EFNB2,ephrin B2,HGNC:3227,CXCL12,C-X-C motif chemokine ligand 12,HGNC:10672,NOTCH4,notch receptor 4,HGNC:7884,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Main Pulmonary Artery,right pulmonary artery,UBERON:0001651,Pulmonary arterial smooth muscle,pulmonary artery smooth muscle,,,,,,,,,,,,,,,,,,,,pulmonary artery smooth muscle cell,smooth muscle cell of pulmonary artery,CL:0002591,,,,,,,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Main Pulmonary Artery,right pulmonary artery,UBERON:0001651,Pulmonary arterial fibroblasts,pulmonary artery fibroblast,,,,,,,,,,,,,,,,,,,,pulmonary artery fibroblast,fibroblast of pulmonary artery,CL:0002557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Upper Pulmonary vein,right superior pulmonary vein,fma49914,Pulmonary vein endothelium,Pulmonary vein endothelium,,,,,,,,,,,,,,,,,,,,Pulmonary vein endothelial cell,Pulmonary vein endothelial cell,LMHA:00805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Upper Pulmonary vein,right superior pulmonary vein,fma49914,Pulmonary vein smooth muscle,Pulmonary vein smooth muscle,,,,,,,,,,,,,,,,,,,,Pulmonary vein smooth muscle cell,Pulmonary vein smooth muscle cell,,not in CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Upper Pulmonary vein,right superior pulmonary vein,fma49914,Pulmonary vein fibroblasts,Pulmonary vein fibroblasts,,,,,,,,,,,,,,,,,,,,Pulmonary vein fibroblast,Pulmonary vein fibroblast,,not in CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Lower Pulmonary vein,right inferior pulmonary vein,fma49911,Pulmonary vein endothelium,Pulmonary vein endothelium,,,,,,,,,,,,,,,,,,,,Pulmonary vein endothelial cell,Pulmonary vein endothelial cell,LMHA:00805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Lower Pulmonary vein,right inferior pulmonary vein,fma49911,Pulmonary vein smooth muscle,Pulmonary vein smooth muscle,,,,,,,,,,,,,,,,,,,,Pulmonary vein smooth muscle cell,Pulmonary vein smooth muscle cell,,not in CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Right Lower Pulmonary vein,right inferior pulmonary vein,fma49911,Pulmonary vein fibroblasts,Pulmonary vein fibroblasts,,,,,,,,,,,,,,,,,,,,Pulmonary vein fibroblast,Pulmonary vein fibroblast,,not in CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,,,,,,,ciliated bronchial cell,ciliated cell of the bronchus,CL:0002332,,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,DNAH12,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,,,,,,,basal,basal epithelial cell of tracheobronchial tree,CL:0002329,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,,,,,,,goblet,lung goblet cell,CL:1000143,,,,,,,,,,,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,TFF2,trefoil factor 2,HGNC:11756,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,,,,,,,neuroendocrine cells,lung neuroendocrine cell,CL:1000223,,,,,,,,,,,ASCL1,achaete-scute family bHLH transcription factor 1,HGNC:738,GRP,gastrin releasing peptide,HGNC:4605,CHGA,chromogranin A,HGNC:1929,CALCA,calcitonin related polypeptide alpha,HGNC:1437,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,,,,,,,tuft,brush cell of tracheobronchial tree,CL:0002075,,"Ualiyeva S, et al. Airway brush cells generate cysteinyl leukotrienes through the ATP sensor P2Y2. Sci Immunol 2020; 5.",,,,,,,,,POU2F3,POU class 2 homeobox 3,HGNC:19864,ASCL2,achaete-scute family bHLH transcription factor 2,HGNC:739,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,,,,,,,ionocyte,pulmonary ionocyte,CL:0017000,,,,,,,,,,,ASCL3,achaete-scute family bHLH transcription factor 3,HGNC:740,FOXI1,forkhead box I1,HGNC:3815,ATP6V0B,ATPase H+ transporting V0 subunit b,HGNC:861,CFTR,CF transmembrane conductance regulator,HGNC:1884,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,,,,,,,bronchial serous cell,serous cell of epithelium of bronchus,CL:1000331,,,,,,,,,,,LYZ,lysozyme,HGNC:6740,LTF,lactotransferrin,HGNC:6720,PIGR,polymeric immunoglobulin receptor,HGNC:8968,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial smooth muscle,bronchus smooth muscle,UBERON_0004242,,,,,,,,,,,,,,,,,,,bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,MYH11,myosin heavy chain 11,HGNC:7569,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,cartilagenous plate,cartilage of main bronchus,UBERON:0001102,,,,,,,,,,,,,,,,,,,chondrocyte,tracheobronchial chondrocyte,CL:0019002,,,,,,,,,,,Col2a1,collagen type II alpha 1 chain,HGNC:2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial vessels,lobar bronchus vasculature,UBERON:0004889,bronchial artery,bronchial artery,UBERON:0002040,respiratory system arterial endothelium,respiratory system arterial endothelium,UBERON:0004848,,,,,,,,,,,,,arterial endothelial cell,arterial endothelial cell,CL:1000413,,,,,,,,,,,EFNB2,ephrin B2,HGNC:3227,GJA5,gap junction protein alpha 5,HGNC:4279,BMX,BMX non-receptor tyrosine kinase,HGNC:1079,DKK2,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial vessels,lobar bronchus vasculature,UBERON:0004889,bronchial artery,bronchial artery,UBERON:0002040,arterial system smooth muscle,arterial system smooth muscle,UBERON:0004695,,,,,,,,,,,,,vascular smooth muscle,blood vessel smooth muscle cell,CL:0019018,,,,,,,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,HEY2,hes related family bHLH transcription factor with YRPW motif 2,HGNC:4881,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial vessels,lobar bronchus vasculature,UBERON:0004889,bronchial vein,bronchial vein,UBERON:0001592,respiratory system venous endothelium,respiratory system venous endothelium,UBERON:0004849,,,,,,,,,,,,,venous endothelial cell,Venous endothelial cell,LMHA:00805,not in CL,,,,,,,,,,EFNB4,EPH receptor B4,HGNC:3395,Nr2F2,nuclear receptor subfamily 2 group F member 2,HGNC:7976,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial vessels,lobar bronchus vasculature,UBERON:0004889,bronchial vein,bronchial vein,UBERON:0001592,venous system smooth muscle,venous system smooth muscle,UBERON:0004696,,,,,,,,,,,,,vascular smooth muscle,blood vessel smooth muscle cell,CL:0019018,,,,,,,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,HEY2,hes related family bHLH transcription factor with YRPW motif 2,HGNC:4881,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,,,,,,,,,,,,,submucosal gland ciliated duct cells,ciliated cells of terminal ciliated ducts of submucosal glands,LMHA:00142,not in CL,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,TUBA1A,tubulin alpha 1a,HGNC:20766,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,RSPH1,radial spoke head component 1,HGNC:12371,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,,,,,,,,,,,,,submucosal gland basal cells,basal cells of terminal ciliated ducts of submucosal glands,LMHA:00087,not in CL,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,FOXC1,forkhead box C1,HGNC:3800,KRT14,keratin 14,HGNC:6416,CTNNB1,catenin beta 1,HGNCL2514,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,,,,,,,,,,,,,submucosal gland secretory,secretory cells of terminal ciliated ducts of submucosal glands,LMHA:00143,not in CL,,,,,,,,,,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,TFF2,trefoil factor 2,HGNC:11756,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,,,,,,,,,,submucosal gland collecting duct epithelium,epithelial cells of collecting ducts of submucosal glands,LMHA:00693,not in CL,,,,,,,,,,BPIFA1,BPI Fold Containing Family A Member 1,HGNC:15749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,,,,,,,,,,submucosal gland mucous cells,mucus cells of submucosal glands,LMHA:00238,not in CL,,,,,,,,,,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,,,,,,,,,,submucosal gland serous cells,serous cells of submucosal glands,LMHA:00340,not in CL,,,,,,,,,,PIGR,polymeric immunoglobulin receptor,HGNC:8968,LYZ,lysozyme,HGNC:6740,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Main Bronchus,Left Main Bronchus,UBERON:0002178,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,,,,,,,,,,,,,submucosal gland myoepithelium,myoepithelial cells of glands,CL:0000185,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,KRT5,keratin 5,HGNC:6442,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Main Pulmonary Artery,left pulmonary artery,UBERON:0001652,Pulmonary arterial endothelium,Pulmonary artery endothelium,UBERON:0005317,,,,,,,,,,,,,,,,,,,pulmonary artery endothelial cell,pulmonary artery endothelial cell,CL:1001568,,,,,,,,,,,DKK2,dickkopf WNT signaling pathway inhibitor 2,HGNC:2892,GJA5,gap junction protein alpha 5,HGNC:4279,EFNB2,ephrin B2,HGNC:3227,CXCL12,C-X-C motif chemokine ligand 12,HGNC:10672,NOTCH4,notch receptor 4,HGNC:7884,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Main Pulmonary Artery,left pulmonary artery,UBERON:0001652,Pulmonary arterial smooth muscle,pulmonary artery smooth muscle,,,,,,,,,,,,,,,,,,,,pulmonary artery smooth muscle cell,smooth muscle cell of pulmonary artery,CL:0002591,,,,,,,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Main Pulmonary Artery,left pulmonary artery,UBERON:0001652,Pulmonary arterial fibroblasts,pulmonary artery fibroblast,,,,,,,,,,,,,,,,,,,,pulmonary artery fibroblast,fibroblast of pulmonary artery,CL:0002557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Upper Pulmonary Vein,Left Superior Pulmonary Vein,fma49916,Pulmonary vein endothelium,Pulmonary vein endothelium,,,,,,,,,,,,,,,,,,,,Pulmonary vein endothelial cell,Pulmonary vein endothelial cell,LMHA:00805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Upper Pulmonary Vein,Left Superior Pulmonary Vein,fma49916,Pulmonary vein smooth muscle,Pulmonary vein smooth muscle,,,,,,,,,,,,,,,,,,,,Pulmonary vein smooth muscle cell,Pulmonary vein smooth muscle cell,,not in CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Upper Pulmonary Vein,Left Superior Pulmonary Vein,fma49916,Pulmonary vein fibroblasts,Pulmonary vein fibroblasts,,,,,,,,,,,,,,,,,,,,Pulmonary vein fibroblast,Pulmonary vein fibroblast,,not in CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Lower Pulmonary Vein,Left Inferior Pulmonary Vein,fma49913,Pulmonary vein endothelium,Pulmonary vein endothelium,,,,,,,,,,,,,,,,,,,,Pulmonary vein endothelial cell,Pulmonary vein endothelial cell,LMHA:00805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Lower Pulmonary Vein,Left Inferior Pulmonary Vein,fma49913,Pulmonary vein smooth muscle,Pulmonary vein smooth muscle,,,,,,,,,,,,,,,,,,,,Pulmonary vein smooth muscle cell,Pulmonary vein smooth muscle cell,,not in CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasculature,vasculature,UBERON:0002049,Left Lower Pulmonary Vein,Left Inferior Pulmonary Vein,fma49913,Pulmonary vein fibroblasts,Pulmonary vein fibroblasts,,,,,,,,,,,,,,,,,,,,Pulmonary vein fibroblast,Pulmonary vein fibroblast,,not in CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,bronchial ciliated,ciliated cell of the bronchus,CL:0002332,,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma::7397,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,basal,basal epithelial cell of tracheobronchial tree,CL:0002329,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,goblet,lung goblet cell,CL:1000143,,,,,,,,,,,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,TFF2,trefoil factor 2,HGNC:11756,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,neuroendocrine,lung neuroendocrine cell,CL:1000223,,,,,,,,,,,ASCL1,achaete-scute family bHLH transcription factor 1,HGNC:738,GRP,gastrin releasing peptide,HGNC:4605,CHGA,chromogranin A,HGNC:1929,CALCA,calcitonin related polypeptide alpha,HGNC:1437,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,tuft,brush cell of tracheobronchial tree,CL:0002075,,"Ualiyeva S, et al. Airway brush cells generate cysteinyl leukotrienes through the ATP sensor P2Y2. Sci Immunol 2020; 5.",,,,,,,,,POU2F3,POU class 2 homeobox 3,HGNC:19864,ASCL2,achaete-scute family bHLH transcription factor 2,HGNC:739,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,Ionocyte,pulmonary ionocyte,CL:0017000,,,,,,,,,,,ASCL3,achaete-scute family bHLH transcription factor 3,HGNC:740,FOXI1,forkhead box I1,HGNC:3815,ATP6V0B,ATPase H+ transporting V0 subunit b,HGNC:861,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,,,,,,,bronchial serous cell,serous cell of epithelium of bronchus,CL:1000331,,,,,,,,,,,LYZ,lysozyme,HGNC:6740,LTF,lactotransferrin,HGNC:6720,PIGR,polymeric immunoglobulin receptor,HGNC:8968,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,bronchial smooth muscle,bronchus smooth muscle,UBERON_0004242,,,,,,,,,,,,,bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,MYH11,myosin heavy chain 11,HGNC:7569,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,bronchial mesenchyme,lobar bronchus mesenchyme,UBERON:0004884,,,,,,,,,,,,,airway smooth muscle,tracheobronchial smooth muscle cell,CL:0019019,,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,MYH11,myosin heavy chain 11,HGNC:7569,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Right Lung,Right Lung,UBERON:0002167,Right Upper Lobe,Upper Lobe of Right Lung,UBERON: 0002170,Right Upper Lobar Bronchus,Right superior lobar bronchus,fma:7397,cartilagenous plate,cartilage of main bronchus,UBERON:0001102,,,,,,,,,,,,,chondrocyte,tracheobronchial chondrocyte,CL:0019002,,,,,,,,,,,Col2a1,collagen type II alpha 1 chain,HGNC:2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
